file_id,lyrics
34,"[Verse 1] I grew up on the stories where the girl gets the guy And they ride into the sunset, not a tear in their eye I thought life was a movie, thought I’d play the part But the script got rewritten and it’s breaking my heart

[Pre-Chorus] Where’s my fairy godmother? Where’s the magic wand? 'Cause I’m stuck in the gutter While you’re moving on

[Chorus] And I’m still waiting for my happy ending But the screen fades to black and the credits are descending I’m tired of pretending that I’m doing fine While everyone else gets their ""once upon a time"" Yeah, I’m still waiting for my happy ending But it’s just another story that I’m busy inventing

[Verse 2] I put on the glass slipper but it didn't quite fit I’m the secondary character, I have to admit I’m the one in the background, I’m the one that you miss While you’re waking up the princess with a true lover’s kiss

[Pre-Chorus] Where’s my fairy godmother? Where’s the magic wand? 'Cause I’m stuck in the gutter While you’re moving on

[Chorus] And I’m still waiting for my happy ending But the screen fades to black and the credits are descending I’m tired of pretending that I’m doing fine While everyone else gets their ""once upon a time"" Yeah, I’m still waiting for my happy ending But it’s just another story that I’m busy inventing

[Bridge] Maybe there’s a sequel, maybe there’s a part two Where I don’t spend my whole life just crying over you But for now, I’m the villain, or I’m just a mistake And I’m drowning in the promises I knew you would break

[Chorus] And I’m still waiting for my happy ending But the screen fades to black and the credits are descending I’m tired of pretending that I’m doing fine While everyone else gets their ""once upon a time"" Yeah, I’m still waiting for my happy ending But it’s just another story that I’m busy inventing

[Outro] Happy ending... I'm still waiting... Where's my happy ending?"
35,"[Verse 1] I'm so tired of the way you look at me Like I'm the one who's making all the mess And I'm so sick of the way you talk to me Like I'm the reason for all of your stress

[Pre-Chorus] And I know, yeah I know That I'm not the easiest to love And I feel, yeah I feel Like I'm never quite enough

[Chorus] And I asked for so little, but you gave me nothing at all I was reaching for your hand, but you just let me fall And I'm standing in the rain, while you're staying dry And I'm asking for a reason, but you're giving me a lie Yeah, I asked for so little But you gave me nothing at all

[Verse 2] I remember when you used to hold me tight And tell me everything would be okay But now you're just a ghost inside the night And everything we had has faded into gray

[Pre-Chorus] And I know, yeah I know That I'm not the easiest to love And I feel, yeah I feel Like I'm never quite enough

[Chorus] And I asked for so little, but you gave me nothing at all I was reaching for your hand, but you just let me fall And I'm standing in the rain, while you're staying dry And I'm asking for a reason, but you're giving me a lie Yeah, I asked for so little But you gave me nothing at all

[Bridge] Was it too much to ask for honesty? Was it too much to ask for you to stay? Now I'm left with all these memories Of the person that you threw away

[Chorus] And I asked for so little, but you gave me nothing at all I was reaching for your hand, but you just let me fall And I'm standing in the rain, while you're staying dry And I'm asking for a reason, but you're giving me a lie Yeah, I asked for so little But you gave me nothing at all

[Outro] Nothing at all... Yeah, I asked for so little..."
36,"[Verse 1] He’s a 10, but he’s best friends with his ex He’s a 10, but he’s still living with his parents He’s a 10, but he’s got no common sense And he’s always looking for a little bit of attention

[Pre-Chorus] And I know, I know, I should probably let it go But he’s got that something that I can’t seem to ignore And I feel, I feel, like I’m losing all control And I’m falling for the one that I should probably abhor

[Chorus] He’s a 10, but he’s a 2 in my head He’s a 10, but I’d rather be in bed Alone, instead of listening to him talk About the things that he’s done and the places he’s walked He’s a 10, but he’s a 2 in my head

[Verse 2] He’s a 10, but he’s got a dirty car He’s a 10, but he’s always at the bar He’s a 10, but he’s got no ambition And he’s always making such a bad decision

[Pre-Chorus] And I know, I know, I should probably let it go But he’s got that something that I can’t seem to ignore And I feel, I feel, like I’m losing all control And I’m falling for the one that I should probably abhor

[Chorus] He’s a 10, but he’s a 2 in my head He’s a 10, but I’d rather be in bed Alone, instead of listening to him talk About the things that he’s done and the places he’s walked He’s a 10, but he’s a 2 in my head

[Bridge] Maybe I’m the one who’s crazy Maybe I’m the one who’s blind But I can’t help but notice The things that he’s left behind

[Chorus] He’s a 10, but he’s a 2 in my head He’s a 10, but I’d rather be in bed Alone, instead of listening to him talk About the things that he’s done and the places he’s walked He’s a 10, but he’s a 2 in my head

[Outro] He's a 10... But he's a 2... Yeah, he's a 10..."
37,"[Verse 1] I’m getting good at being second best To all the things that you should probably leave at rest I’m getting tired of the ""I’ll be there soon"" When I’m the only one sitting in this room

[Pre-Chorus] And I know every word before you say it It’s a broken record and you’re gonna play it Yeah, I know the routine, I know the drill If you won’t say it, then I guess I will

[Chorus] I’m so sick of your excuses And the way you always use 'em Like they’re gonna make it better Like they’re gonna keep us together But they’re paper thin and they’re transparent And your lack of love is so apparent I’m so sick of your excuses So you can keep 'em, 'cause they’re useless

[Verse 2] You say you’re busy, say you’re overwhelmed But you’re the king of your own little realm And I’m just a citizen, waiting for a sign That I’m more than just a waste of your time

[Pre-Chorus] And I know every word before you say it It’s a broken record and you’re gonna play it Yeah, I know the routine, I know the drill If you won’t say it, then I guess I will

[Chorus] I’m so sick of your excuses And the way you always use 'em Like they’re gonna make it better Like they’re gonna keep us together But they’re paper thin and they’re transparent And your lack of love is so apparent I’m so sick of your excuses So you can keep 'em, 'cause they’re useless

[Bridge] Don’t tell me that you’re sorry Don’t tell me that you’ll change 'Cause everything you’ve ever said Is starting to feel strange

[Chorus] I’m so sick of your excuses And the way you always use 'em Like they’re gonna make it better Like they’re gonna keep us together But they’re paper thin and they’re transparent And your lack of love is so apparent I’m so sick of your excuses So you can keep 'em, 'cause they’re useless

[Outro] They're useless... Yeah, your excuses are useless..."
38,"[Verse 1] I'm not there for you Like you were there for me I'm not the one you want I'm not the one you need I'm just a ghost inside a memory And I'm not there for you Like you were there for me

[Chorus] 'Cause I'm drowning in the deep end And I'm looking for a reason To keep my head above the water But it's getting so much harder Yeah, I'm drowning in the deep end And I'm looking for a reason To keep my head above the water But it's getting so much harder

[Verse 2] I'm not strong enough To carry all this weight I'm not brave enough To face another day I'm just a shadow in the night And I'm not strong enough To put up a fight

[Chorus] 'Cause I'm drowning in the deep end And I'm looking for a reason To keep my head above the water But it's getting so much harder Yeah, I'm drowning in the deep end And I'm looking for a reason To keep my head above the water But it's getting so much harder

[Bridge] I'm sorry that I let you down I'm sorry that I'm not around But I'm lost inside my own head And I'm wishing I was somewhere else instead

[Chorus] 'Cause I'm drowning in the deep end And I'm looking for a reason To keep my head above the water But it's getting so much harder Yeah, I'm drowning in the deep end And I'm looking for a reason To keep my head above the water But it's getting so much harder

[Outro] I'm not there for you... I'm not there for you... No, I'm not there for you..."
39,"[Verse 1] I’m tired of the way you look at me Like I’m the one who’s making all the mess And I’m so sick of the way you talk to me Like I’m the reason for all of your stress

[Pre-Chorus] And I know, yeah I know That I’m not the easiest to love And I feel, yeah I feel Like I’m never quite enough

[Chorus] So while you’re at it, break my heart again While you’re at it, tell me we’re just friends While you’re at it, leave me in the rain 'Cause I’m getting used to all the pain Yeah, while you’re at it, tear me all apart Since you’re already so good at breaking my heart

[Verse 2] I remember when you used to hold me tight And tell me everything would be okay But now you’re just a ghost inside the night And everything we had has faded into gray

[Pre-Chorus] And I know, yeah I know That I’m not the easiest to love And I feel, yeah I feel Like I’m never quite enough

[Chorus] So while you’re at it, break my heart again While you’re at it, tell me we’re just friends While you’re at it, leave me in the rain 'Cause I’m getting used to all the pain Yeah, while you’re at it, tear me all apart Since you’re already so good at breaking my heart

[Bridge] Was it too much to ask for honesty? Was it too much to ask for you to stay? Now I’m left with all these memories Of the person that you threw away

[Chorus] So while you’re at it, break my heart again While you’re at it, tell me we’re just friends While you’re at it, leave me in the rain 'Cause I’m getting used to all the pain Yeah, while you’re at it, tear me all apart Since you’re already so good at breaking my heart

[Outro] Breaking my heart... Yeah, you're so good at it... While you're at it..."
40,"[Verse 1] I’m getting good at being second best To all the things that you should probably leave at rest I’m getting tired of the ""I’ll be there soon"" When I’m the only one sitting in this room

[Pre-Chorus] And I know every word before you say it It’s a broken record and you’re gonna play it Yeah, I know the routine, I know the drill If you won’t say it, then I guess I will

[Chorus] I’m lighting the flame, watching it burn Waiting for lessons I’ll never learn You’re the match and I’m the gasoline The messiest thing that I’ve ever seen Yeah, I’m lighting the flame, let it ignite I’m done with the shadow, I’m done with the night I’m lighting the flame

[Verse 2] You say you’re busy, say you’re overwhelmed But you’re the king of your own little realm And I’m just a citizen, waiting for a sign That I’m more than just a waste of your time

[Pre-Chorus] And I know every word before you say it It’s a broken record and you’re gonna play it Yeah, I know the routine, I know the drill If you won’t say it, then I guess I will

[Chorus] I’m lighting the flame, watching it burn Waiting for lessons I’ll never learn You’re the match and I’m the gasoline The messiest thing that I’ve ever seen Yeah, I’m lighting the flame, let it ignite I’m done with the shadow, I’m done with the night I’m lighting the flame

[Bridge] Don’t tell me that you’re sorry Don’t tell me that you’ll change 'Cause everything you’ve ever said Is starting to feel strange

[Chorus] I’m lighting the flame, watching it burn Waiting for lessons I’ll never learn You’re the match and I’m the gasoline The messiest thing that I’ve ever seen Yeah, I’m lighting the flame, let it ignite I’m done with the shadow, I’m done with the night I’m lighting the flame

[Outro] Lighting the flame... Watching it burn... Yeah, I'm lighting the flame..."
41,"[Intro] (Ten, nine, eight, seven, six, five, four, three, two, one)

[Verse 1] You're so annoying, you're so entitled You're so obsessed with your own survival You're so dramatic, you're such a cliché I'm so over everything you say

[Pre-Chorus] And I know, I know, I should probably let it go But you're a train wreck that I can't help but watch And I feel, I feel, like I'm losing all control And I'm falling for the one that I should probably scotch

[Chorus] Ten: You're selfish, nine: you're jaded Eight: The way you look at me is overrated Seven: You're a liar, six: you're a cheat Five: You look like shit when you're walking down the street Four: You're boring, three: you're fake Two: You're the biggest mistake that I ever made And one: I hate the way you're still the only one I hate the ten things I hate about you

[Verse 2] You're so pathetic, you're so insecure You're so convinced that you're the cure You're so conceited, you're such a joke I'm so tired of the smoke you spoke

[Pre-Chorus] And I know, I know, I should probably let it go But you're a train wreck that I can't help but watch And I feel, I feel, like I'm losing all control And I'm falling for the one that I should probably scotch

[Chorus] Ten: You're selfish, nine: you're jaded Eight: The way you look at me is overrated Seven: You're a liar, six: you're a cheat Five: You look like shit when you're walking down the street Four: You're boring, three: you're fake Two: You're the biggest mistake that I ever made And one: I hate the way you're still the only one I hate the ten things I hate about you

[Bridge] I hate the way you make me feel I hate the way you're so unreal I hate the way you're always right I hate the way we always fight

[Chorus] Ten: You're selfish, nine: you're jaded Eight: The way you look at me is overrated Seven: You're a liar, six: you're a cheat Five: You look like shit when you're walking down the street Four: You're boring, three: you're fake Two: You're the biggest mistake that I ever made And one: I hate the way you're still the only one I hate the ten things I hate about you

[Outro] (Ten, nine, eight, seven, six, five, four, three, two, one) I hate the ten things I hate about you"
42,"[Verse 1] I’m a ghost in my own home Building monuments of stone Just to feel like I am something more than skin and bone I’ve been drawing out the plans With these shaking, tired hands Trying to build a castle on the shifting desert sands

[Pre-Chorus] And I know, yeah I know That the foundation is starting to show And I feel, yeah I feel The weight of everything that isn’t real

[Chorus] I’m the architect of my own destruction Building up the walls without an instruction I designed the maze that I’m lost inside Nowhere to run and nowhere to hide Yeah, I’m the architect, I’m the one to blame Watching as the hallways go up in flame I’m the architect

[Verse 2] Every window is a mirror Making every failure clearer And the ceiling’s getting lower as the end is drawing nearer I put locks on every door Just to see what they were for Now I’m trapped inside the very house I built upon the floor

[Pre-Chorus] And I know, yeah I know That the foundation is starting to show And I feel, yeah I feel The weight of everything that isn’t real

[Chorus] I’m the architect of my own destruction Building up the walls without an instruction I designed the maze that I’m lost inside Nowhere to run and nowhere to hide Yeah, I’m the architect, I’m the one to blame Watching as the hallways go up in flame I’m the architect

[Bridge] So tear it down, let it fall I don’t want to be inside these walls at all Burn the blueprints, break the glass Let the future bury everything that’s passed

[Chorus] I’m the architect of my own destruction Building up the walls without an instruction I designed the maze that I’m lost inside Nowhere to run and nowhere to hide Yeah, I’m the architect, I’m the one to blame Watching as the hallways go up in flame I’m the architect

[Outro] I'm the architect... I'm the one to blame... Yeah, I built this..."
43,"[Verse] Mom, I'm tired Can I sleep in your house tonight? Mom, is it okay if I stay? I've been trying to be a person But I'm not doing it right

[Bridge] Mom, would you wash my back? This once, and then we can forget And I'll leave what I'm chasing For the other girls to pursue

[Climax/Outro] Mom, am I allowed to give in? Goodbye, goodbye Mom, am I allowed to give in? Goodbye, goodbye Mom, am I allowed to give in? Goodbye..."
44,"[Verse 1] I’m getting good at being second best To all the things that you should probably leave at rest I’m getting tired of the ""I’ll be there soon"" When I’m the only one sitting in this room

[Pre-Chorus] And I know every word before you say it It’s a broken record and you’re gonna play it Yeah, I know the routine, I know the drill If you won’t say it, then I guess I will

[Chorus] I’m fallin’, fallin’ into the deep end I’m callin’, callin’ for a best friend But there’s nobody here to catch my soul I’m losing my mind and my self-control Yeah, I’m fallin’, fallin’ into the dark And I’m looking for a way to find a spark I’m fallin’

[Verse 2] You say you’re busy, say you’re overwhelmed But you’re the king of your own little realm And I’m just a citizen, waiting for a sign That I’m more than just a waste of your time

[Pre-Chorus] And I know every word before you say it It’s a broken record and you’re gonna play it Yeah, I know the routine, I know the drill If you won’t say it, then I guess I will

[Chorus] I’m fallin’, fallin’ into the deep end I’m callin’, callin’ for a best friend But there’s nobody here to catch my soul I’m losing my mind and my self-control Yeah, I’m fallin’, fallin’ into the dark And I’m looking for a way to find a spark I’m fallin’

[Bridge] Don’t tell me that you’re sorry Don’t tell me that you’ll change 'Cause everything you’ve ever said Is starting to feel strange

[Chorus] I’m fallin’, fallin’ into the deep end I’m callin’, callin’ for a best friend But there’s nobody here to catch my soul I’m losing my mind and my self-control Yeah, I’m fallin’, fallin’ into the dark And I’m looking for a way to find a spark I’m fallin’

[Outro] I'm fallin'... Yeah, I'm fallin'... Somebody catch me now..."
45,"[Intro] I'm back, did anyone miss me? They said the second record can be tricky Well, that's kind of funny cause I am not even dizzy And I am just getting started, coming for the crown, look at me go!

[Verse 1] I got a question for ya, do you ever feel like you're a mistake? Do you ever feel like you're a disgrace? Do you ever feel like you're just a waste of space? Well, welcome to my world, it's a pretty dark place I got a lot of demons, I got a lot of issues I got a lot of things that I'm trying to get through And I'm not gonna lie, it's not easy to do But I'm doing my best, and I'm doing it for you

[Chorus] Welcome to my therapy session This is where I deal with my depression This is where I talk about the things I hate This is where I decide my own fate Yeah, welcome to my therapy session I hope you're ready for a little bit of aggression 'Cause I'm not holding back, I'm letting it all out This is what my life is all about

[Verse 2] I'm not a role model, I'm just a guy with a mic Trying to make sense of the things I don't like I'm not a hero, I'm just a survivor Trying to keep my head above the water, I'm a driver On a road to nowhere, but I'm not giving up I'm gonna keep going until I've had enough And I'm not gonna stop until I reach the top And I'm not gonna let anybody make me drop

[Chorus] Welcome to my therapy session This is where I deal with my depression This is where I talk about the things I hate This is where I decide my own fate Yeah, welcome to my therapy session I hope you're ready for a little bit of aggression 'Cause I'm not holding back, I'm letting it all out This is what my life is all about

[Bridge] I know I'm not perfect, I know I'm not great But I'm working on it, and I'm not gonna wait For anyone to tell me what I can and can't do I'm gonna be myself, and I'm gonna be true To the person I am, and the person I'll be I'm gonna set myself free

[Chorus] Welcome to my therapy session This is where I deal with my depression This is where I talk about the things I hate This is where I decide my own fate Yeah, welcome to my therapy session I hope you're ready for a little bit of aggression 'Cause I'm not holding back, I'm letting it all out This is what my life is all about

[Outro] Welcome to my therapy session... Yeah, it's just a session... Hope you enjoyed it... See you next time."
46,"[Verse 1] I’m overthinking everything I said Repeating every word inside my head I’m wondering if I should have just stayed home Instead of feeling like I’m all alone In a room full of people I don’t know I’m looking for the fastest way to go

[Pre-Chorus] And I know, yeah I know It’s all just inside of my mind And I feel, yeah I feel Like I’m running out of time

[Chorus] I’m anxious, I’m nervous, I’m scared I feel like nobody’s even there My heart is racing, my mind is a mess I’m drowning in a world of stress Yeah, I’m anxious, and I can’t breathe I’m begging for a little bit of peace I’m anxious

[Verse 2] I’m checking my phone every single minute Searching for a world that I can fit in I’m worried that I’m making a mistake And every single breath I have to fake Is getting heavier and harder to take

[Pre-Chorus] And I know, yeah I know It’s all just inside of my mind And I feel, yeah I feel Like I’m running out of time

[Chorus] I’m anxious, I’m nervous, I’m scared I feel like nobody’s even there My heart is racing, my mind is a mess I’m drowning in a world of stress Yeah, I’m anxious, and I can’t breathe I’m begging for a little bit of peace I’m anxious

[Bridge] Don’t tell me to ""just calm down"" Don’t tell me to ""turn it around"" You don’t know what it’s like inside When there’s nowhere left to hide

[Chorus] I’m anxious, I’m nervous, I’m scared I feel like nobody’s even there My heart is racing, my mind is a mess I’m drowning in a world of stress Yeah, I’m anxious, and I can’t breathe I’m begging for a little bit of peace I’m anxious

[Outro] I'm so anxious... Just let me breathe... Yeah, I'm anxious..."
47,"[Verse 1] I was told that I could be anything As long as I was quiet, as long as I could sing A song that didn't make 'em feel uncomfortable A song that made me look a bit more vulnerable But I've got a voice and I've got a brain And I'm not gonna hide 'em just to keep you sane

[Pre-Chorus] And I know, yeah I know The way the story’s supposed to go And I feel, yeah I feel The pressure to be something that isn't real

[Chorus] Everybody supports women until they’re loud Until they’re standing out in the crowd Until they’re not doing what they’re told Then everybody’s acting so cold Yeah, everybody supports women until they speak Until they’re not acting so submissive and weak I guess everybody supports women As long as they’re winning for you

[Verse 2] You like the idea of a girl with a dream But not when she’s part of a different team Not when she’s challenging the things you say Not when she’s standing in your way You want a version that’s easy to digest One that doesn't put your ego to the test

[Pre-Chorus] And I know, yeah I know The way the story’s supposed to go And I feel, yeah I feel The pressure to be something that isn't real

[Chorus] Everybody supports women until they’re loud Until they’re standing out in the crowd Until they’re not doing what they’re told Then everybody’s acting so cold Yeah, everybody supports women until they speak Until they’re not acting so submissive and weak I guess everybody supports women As long as they’re winning for you

[Bridge] I’m not your puppet, I’m not your prize I’m not the version you see in your eyes I’m a person with a mind of my own And I’m not afraid to be standing alone

[Chorus] Everybody supports women until they’re loud Until they’re standing out in the crowd Until they’re not doing what they’re told Then everybody’s acting so cold Yeah, everybody supports women until they speak Until they’re not acting so submissive and weak I guess everybody supports women As long as they’re winning for you

[Outro] As long as they're winning for you... Yeah, everybody supports women... (Until they don't)"
48,"[Verse 1] I've been up, baby Heavy on my mind, I've been thinking 'bout it I've been up, baby Trying to figure out how we got here I've been up, baby Heavy on my mind, I've been thinking 'bout it I've been up, baby Trying to figure out why I'm still here

[Pre-Chorus] And I know, yeah I know That I should probably just let it go And I feel, yeah I feel Like I'm losing all my self-control

[Chorus] I hate you so much right now I hate you so much right now I hate you so much right now But I can't seem to let you go somehow Yeah, I hate you so much right now I hate you so much right now I hate you so much right now But I'm still waiting for you to come around

[Verse 2] I'm so tired of the games you play I'm so tired of the things you say I'm so tired of the way you act Like you don't even care about the fact That I'm hurting, and I'm crying And I'm feeling like I'm slowly dying Inside, because of you And everything you put me through

[Pre-Chorus] And I know, yeah I know That I should probably just let it go And I feel, yeah I feel Like I'm losing all my self-control

[Chorus] I hate you so much right now I hate you so much right now I hate you so much right now But I can't seem to let you go somehow Yeah, I hate you so much right now I hate you so much right now I hate you so much right now But I'm still waiting for you to come around

[Bridge] Was it all a lie? Was it all a waste of time? Now I'm left with nothing but the memory Of the person that you used to be

[Chorus] I hate you so much right now I hate you so much right now I hate you so much right now But I can't seem to let you go somehow Yeah, I hate you so much right now I hate you so much right now I hate you so much right now But I'm still waiting for you to come around

[Outro] I hate you... Yeah, I hate you... But I still love you... (I hate you)"
49,"[Verse 1] I'm not gonna lie, I'm not gonna pretend That I'm doing fine, that I'm over the end I've been staying up, I've been losing my sleep While you're out there, and you're playing for keeps But I saw the texts and I saw the calls And I'm not the one who's gonna take the fall

[Pre-Chorus] And I know, yeah I know The way that you like to put on a show And I feel, yeah I feel Like everything about you was never real

[Chorus] So don't come back, don't try to fix it I'm over the drama, I'm over the visit You had your chance and you blew it all Now I'm the one who's standing tall Yeah, don't come back, don't say you're sorry 'Cause I'm not invited to your pity party I'm moving on, and I'm moving fast So you can stay right there in the past

[Verse 2] You think you're so smart, you think you're so cool But you're just another kid playing the fool I'm done with the lies, I'm done with the games I'm done with the way you're erasing my name I've got a life, and I've got a plan And it doesn't involve being part of your clan

[Pre-Chorus] And I know, yeah I know The way that you like to put on a show And I feel, yeah I feel Like everything about you was never real

[Chorus] So don't come back, don't try to fix it I'm over the drama, I'm over the visit You had your chance and you blew it all Now I'm the one who's standing tall Yeah, don't come back, don't say you're sorry 'Cause I'm not invited to your pity party I'm moving on, and I'm moving fast So you can stay right there in the past

[Bridge] I'm better without you, I'm stronger alone I'm building a life that is strictly my own So take all your bags and take all your greed 'Cause you're exactly the thing that I don't need

[Chorus] So don't come back, don't try to fix it I'm over the drama, I'm over the visit You had your chance and you blew it all Now I'm the one who's standing tall Yeah, don't come back, don't say you're sorry 'Cause I'm not invited to your pity party I'm moving on, and I'm moving fast So you can stay right there in the past

[Outro] Don't come back... Yeah, stay in the past... I'm moving on..."
50,"[Verse 1] What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman

[Chorus] Now I breathe flames each time I talk My cannons all firing at your yacht They say ""move on,"" but you know I won't And women like hunting witches too Doing your dirtiest work for you It's obvious that wanting me dead Has really brought you two together

[Chorus / Refrain] And there's nothing like a mad woman What a shame she went mad No one likes a mad woman You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman

[Bridge] I'm taking my time, taking my time 'Cause you took everything from me Watching you climb, watching you climb Over people like me The master of spin Has a couple side flings Good wives always know She should be mad, should be scathing like me, but No one likes a mad woman

[Verse 2] What a shame she went mad You made her like that And you'll poke that bear 'til her claws come out And you find something to wrap your noose around And there's nothing like a mad woman

[Outro] I'm taking my time (Taking my time) 'Cause you took everything from me Watching you climb (Watching you climb) Over people like me The master of spin Has a couple side flings Good wives always know She should be mad, should be scathing like me, but No one likes a mad woman

Does a scorpion sting when fighting back? They strike to kill, and you know I will You know I will What do you sing on your drive home? Do you see my face in the neighbor's lawn? Does she smile? Or does she mouth, ""F*** you forever""?"
51,"Living with something that I couldn't see And something that I couldn't say I've been keepin' it inside Waitin' for the sun To shine and light a better day

But it's hard to believe that you're gone And I'll be here waiting for you Softly saying that I'll be praying For you

But I just couldn't save you tonight I just couldn't save you tonight It's hard to believe that you're gone And I'll be here waiting for you

Living with something that I couldn't see And something that I couldn't say I've been keepin' it inside Waitin' for the sun To shine and light a better day

But it's hard to believe that you're gone And I'll be here waiting for you Softly saying that I'll be praying For you

But I just couldn't save you tonight I just couldn't save you tonight It's hard to believe that you're gone And I'll be here waiting for you

But I just couldn't save you tonight I just couldn't save you tonight It's hard to believe that you're gone And I'll be here waiting for you"
52,"Don't you think about me enough? I've been burning my heart out I've got to face, need to tell you I won't run because I'm reticent You will know you're reborn tonight Must be ragged, but I stay by your side Even if my body's bleached to the bones I don't want to go through that ever again So cry no more, oh my beloved Go ahead, be proud and fight it out You are the ONE, our rising star You guide us far to home yet girt"
53,"And you don't seem to understand A shame you seemed an honest man And all the fears you hold so dear Will turn to whisper in your ear And you know what they say might hurt you And you know that it means so much And you don't even feel a thing I am falling, I am fading I have lost it all And you don't seem the lying kind A shame that I can read your mind And all the things that I read there Candlelit smile that we both share And you know I don't mean to hurt you But you know that it means so much And you don't even feel a thing I am falling, I am fading, I am drowning Help me to breathe I am hurting, I have lost it all I am losing Help me to breathe I am falling, I am failing, I am drowning Help me to breathe I am hurting, I have lost it all I am losing Help me to breathe Oh-oh, yeah Oh-oh-oh-oh, yeah I am falling, I am failing, I am drowning Help me to breathe I am hurting, I have lost it all I am losing Help me to breathe"
54,"Every second counts I don't wanna talk to you anymore, and All these little games You can call me by the name I gave you Yesterday, yeah Every minute counts I don't wanna watch TV anymore, yeah Can you figure me out? Just doin' to waste more time on the couch Can you see me? I'm waiting for the right time I can't read you, but if you want, the pleasure's all mine Can you see me using everything to hold back? I guess this could be worse Walkin' out the door with your bags Walkin' out the door with your bags Walkin' out the door with your bags Walkin' out the door with your bags Pour your glass of wine Mitchell told me I should be just fine, yeah Cases under the bed Spill it open, let it rush to my head I don't wanna be forward, I don't wanna cut corners Savor this with everything I have inside of me I'm not the type to run, I know that we're having fun But what's the rush? Kissing, then my cheeks are so flushed Tell you how I felt Sugar coated melting in your mouth Pardon my emotions I should probably keep it all to myself Know you'd make fun of me Know you'd make fun of me Know you'd make fun of me Know you'd make fun of me Can you see me? I'm waiting for the right time I can't read you, but if you want, the pleasure's all mine Can you see me using everything to hold back? I guess this could be worse Walkin' out the door with your bags Walkin' out the door with your bags Walkin' out the door with your bags Walkin' out the door with your bags"
55,"Baby, baby, there will always be A space for you and me, right where you left it And just maybe, enough time will pass We'll look back and laugh, just don't forget it And maybe I'm wrong for writing this song Losing my head over you And I'll be here, 'cause we both know how it goes I don't want things to change, I pray they stay the same always And I don't care if you're with somebody else I'll give you time and space, just know I'm not a phase I'm always, ways, ways Always, ways, ways I'm always, ways, ways Pretty lady, used to walk with me Down Bloor street, oh, what a time And I still remember the fussin', the fightin', the fuckin', the lyin' It's all fine, you'll always be mine And maybe I'm wrong (hey, babe, you could) For writing this song (write me a song) Losing my head over you And I'll be here, 'cause we both know how it goes I don't want things to change, I pray they stay the same always And I don't care if you're with somebody else I'll give you time and space, just know I'm not a phase I'm always, ways, ways Always, ways, ways I'm always, ways, ways Always, you can count on it, sure as the stars in the sky Always, you can count on it, sure as the sun will rise Always, my love for you ain't goin' nowhere Always, I will be here"
56,"Through drought and famine, natural disasters My baby has been around for me Kingdoms have fallen, angels be calling None of that could ever make me leave Every time I look into your eyes I see it Youâ€²re all I need Every time I get a bit inside I feel it Oooooooh, who would've thought Iâ€²d get you Oooooooh, who would've thought I'd get you And when weâ€²re making love Your cries they can be heard from far and wide Itâ€²s only the two of us Everything I need's between those thighs Every time I look into your eyes I see it Youâ€²re all I need Every time I get a bit inside I feel it Oooooooh, who would've thought Iâ€²d get you Oooooooh, who would've thought Iâ€²d get you And I'll take some time Just to be thankful That I had days full of you, you Before it winds down into The memories, It's all just memories (If youâ€²ve got someone you like...) Donâ€²t you love when I come around (...feel something that's right somebody just tell somebody) Build you up then I take you down (If youâ€²ve got someone you like...) Don't you love when I come around (...feel something thatâ€²s right somebody just tell somebody) Build you up then I take... Oooooooh, who would've thought Iâ€²d get you Oooooooh, who would've thought I'd get you This feels like summer Boy you make me feel so alive Just be my lover Boy youâ€²ll lead me to paradise"
57,"The day that I met you, I started dreaming Now I write â€²em down if I remember in the morning time I don't know that much about Kingston But I like the sound it makes when it starts pouring rain I think that tonight Iâ€²ll leave my light on 'Cause I get lonely when it's out, and I miss you right about now chorus Baby, tell me where you wanna go Baby, tell me what you wanna know Give you everything I have and more verse He said, ""Baby,"" thatâ€²s what he called me, ""I love you"" And every single word you say makes me feel some type of way Itâ€²s the thought of you that slightly scares me But it takes my breath away, forget what I was gonna say The day that I met you, I started dreaming Now I write 'em down if I remember in the morning time chorus Baby, tell me where you wanna go Baby, tell me what you wanna know Give you everything I have and more Baby, tell me where you wanna go Baby, tell me what you wanna know Give you everything I have and more Baby, tell me where you wanna go Baby, tell me what you wanna know Give you everything I have and more"
58,"I will always love you How I do Let go of a prayer for you Just a sweet word The table is prepared for you Wishing you godspeed, glory There will be mountains you won't move Still, I'll always be there for you How I do I let go of my claim on you, it's a free world You look down on where you came from sometimes But you'll have this place to call home, always This love will keep us through blinding of the eyes (oh) Silence in the ears, darkness of the mind (until it's time) This love will keep us through blinding of the eyes (oh, oh-oh) Silence in the ears, darkness of the mind (oh, oh-oh, oh) This love will keep us through blinding of the eyes (oh, until it's time we die) Silence in the ears, darkness of the mind Hmm-oh-oh, oh, oh-oh I'll always love you until the time we die Oh-oh, hmm"
